hero1,hero2,Friendship
CAPTAIN AMERICA,JARVIS-EDWIN ,6
CAPTAIN AMERICA,TIGRA/GREER NELSON,14
CAPTAIN AMERICA,IRON MAN/TONY STARK ,88
CAPTAIN AMERICA,GHOST RIDER II/JOHNN,66
CAPTAIN AMERICA,THOR/DR. DONALD BLAK,47
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.,13
ANT-MAN/DR. HENRY J.,SOUTHERN-CANDY,90
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE ,86
ANT-MAN/DR. HENRY J.,ANGEL/WARREN KENNETH,81
ANT-MAN/DR. HENRY J.,JARVIS-EDWIN ,3
ANT-MAN/DR. HENRY J.,TIGRA/GREER NELSON,29
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK ,20
ANT-MAN/DR. HENRY J.,GHOST RIDER II/JOHNN,28
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,81
THOR/DR. DONALD BLAK,SOUTHERN-CANDY,47
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE ,42
THOR/DR. DONALD BLAK,ANGEL/WARREN KENNETH,82
THOR/DR. DONALD BLAK,JARVIS-EDWIN ,67
THOR/DR. DONALD BLAK,TIGRA/GREER NELSON,17
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK ,42
THOR/DR. DONALD BLAK,GHOST RIDER II/JOHNN,96
GHOST RIDER II/JOHNN,SOUTHERN-CANDY,16
GHOST RIDER II/JOHNN,WASP/JANET VAN DYNE ,67
GHOST RIDER II/JOHNN,ANGEL/WARREN KENNETH,6
GHOST RIDER II/JOHNN,JARVIS-EDWIN ,78
GHOST RIDER II/JOHNN,TIGRA/GREER NELSON,71
GHOST RIDER II/JOHNN,IRON MAN/TONY STARK ,61
IRON MAN/TONY STARK ,SOUTHERN-CANDY,11
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE ,87
IRON MAN/TONY STARK ,ANGEL/WARREN KENNETH,56
IRON MAN/TONY STARK ,JARVIS-EDWIN ,82
IRON MAN/TONY STARK ,TIGRA/GREER NELSON,7
TIGRA/GREER NELSON,SOUTHERN-CANDY,9
TIGRA/GREER NELSON,WASP/JANET VAN DYNE ,13
TIGRA/GREER NELSON,ANGEL/WARREN KENNETH,51
TIGRA/GREER NELSON,JARVIS-EDWIN ,23
JARVIS-EDWIN ,SOUTHERN-CANDY,58
JARVIS-EDWIN ,WASP/JANET VAN DYNE ,77
JARVIS-EDWIN ,ANGEL/WARREN KENNETH,67
ANGEL/WARREN KENNETH,SOUTHERN-CANDY,58
ANGEL/WARREN KENNETH,WASP/JANET VAN DYNE ,39
WASP/JANET VAN DYNE ,SOUTHERN-CANDY,35
ARBOGAST-BAMBI,CAPTAIN AMERICA,39
ARBOGAST-BAMBI,EGGHEAD/PROF. ELIHAS,50
ARBOGAST-BAMBI,STARR-TRIXIE TRISH,97
ARBOGAST-BAMBI,THOR/DR. DONALD BLAK,76
ARBOGAST-BAMBI,JARVIS-EDWIN ,46
ARBOGAST-BAMBI,IRON MAN/TONY STARK ,84
ARBOGAST-BAMBI,WASP/JANET VAN DYNE ,64
ARBOGAST-BAMBI,ANT-MAN/DR. HENRY J.,28
ARBOGAST-BAMBI,STANKOWICZ-FABIAN,58
STANKOWICZ-FABIAN,CAPTAIN AMERICA,2
STANKOWICZ-FABIAN,EGGHEAD/PROF. ELIHAS,11
STANKOWICZ-FABIAN,STARR-TRIXIE TRISH,3
STANKOWICZ-FABIAN,THOR/DR. DONALD BLAK,6
STANKOWICZ-FABIAN,JARVIS-EDWIN ,86
STANKOWICZ-FABIAN,IRON MAN/TONY STARK ,100
STANKOWICZ-FABIAN,WASP/JANET VAN DYNE ,33
STANKOWICZ-FABIAN,ANT-MAN/DR. HENRY J.,3
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA,55
ANT-MAN/DR. HENRY J.,EGGHEAD/PROF. ELIHAS,42
ANT-MAN/DR. HENRY J.,STARR-TRIXIE TRISH,32
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,76
ANT-MAN/DR. HENRY J.,JARVIS-EDWIN ,93
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK ,71
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE ,54
WASP/JANET VAN DYNE ,CAPTAIN AMERICA,6
WASP/JANET VAN DYNE ,EGGHEAD/PROF. ELIHAS,10
WASP/JANET VAN DYNE ,STARR-TRIXIE TRISH,23
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK,28
WASP/JANET VAN DYNE ,JARVIS-EDWIN ,96
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK ,13
IRON MAN/TONY STARK ,CAPTAIN AMERICA,62
IRON MAN/TONY STARK ,EGGHEAD/PROF. ELIHAS,35
IRON MAN/TONY STARK ,STARR-TRIXIE TRISH,76
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK,96
IRON MAN/TONY STARK ,JARVIS-EDWIN ,61
JARVIS-EDWIN ,CAPTAIN AMERICA,55
JARVIS-EDWIN ,EGGHEAD/PROF. ELIHAS,64
JARVIS-EDWIN ,STARR-TRIXIE TRISH,68
JARVIS-EDWIN ,THOR/DR. DONALD BLAK,4
THOR/DR. DONALD BLAK,CAPTAIN AMERICA,72
THOR/DR. DONALD BLAK,EGGHEAD/PROF. ELIHAS,79
THOR/DR. DONALD BLAK,STARR-TRIXIE TRISH,42
STARR-TRIXIE TRISH,CAPTAIN AMERICA,41
STARR-TRIXIE TRISH,EGGHEAD/PROF. ELIHAS,17
EGGHEAD/PROF. ELIHAS,CAPTAIN AMERICA,60
TIGRA/GREER NELSON,THING/BENJAMIN J. GR,87
TIGRA/GREER NELSON,CAPTAIN AMERICA,20
TIGRA/GREER NELSON,INVISIBLE WOMAN/SUE ,62
TIGRA/GREER NELSON,HUMAN TORCH/JOHNNY S,85
TIGRA/GREER NELSON,THOR/DR. DONALD BLAK,73
TIGRA/GREER NELSON,JARVIS-EDWIN ,59
TIGRA/GREER NELSON,IRON MAN/TONY STARK ,35
TIGRA/GREER NELSON,MOLECULE MAN/OWEN RE,73
TIGRA/GREER NELSON,SILVER SURFER/NORRIN,4
TIGRA/GREER NELSON,MR. FANTASTIC/REED R,40
MR. FANTASTIC/REED R,THING/BENJAMIN J. GR,93
MR. FANTASTIC/REED R,CAPTAIN AMERICA,7
MR. FANTASTIC/REED R,INVISIBLE WOMAN/SUE ,5
MR. FANTASTIC/REED R,HUMAN TORCH/JOHNNY S,41
MR. FANTASTIC/REED R,THOR/DR. DONALD BLAK,7
MR. FANTASTIC/REED R,JARVIS-EDWIN ,73
MR. FANTASTIC/REED R,IRON MAN/TONY STARK ,51
MR. FANTASTIC/REED R,MOLECULE MAN/OWEN RE,60
MR. FANTASTIC/REED R,SILVER SURFER/NORRIN,57
SILVER SURFER/NORRIN,THING/BENJAMIN J. GR,9
SILVER SURFER/NORRIN,CAPTAIN AMERICA,49
SILVER SURFER/NORRIN,INVISIBLE WOMAN/SUE ,10
SILVER SURFER/NORRIN,HUMAN TORCH/JOHNNY S,94
SILVER SURFER/NORRIN,THOR/DR. DONALD BLAK,14
SILVER SURFER/NORRIN,JARVIS-EDWIN ,74
SILVER SURFER/NORRIN,IRON MAN/TONY STARK ,18
SILVER SURFER/NORRIN,MOLECULE MAN/OWEN RE,14
MOLECULE MAN/OWEN RE,THING/BENJAMIN J. GR,53
MOLECULE MAN/OWEN RE,CAPTAIN AMERICA,42
MOLECULE MAN/OWEN RE,INVISIBLE WOMAN/SUE ,95
MOLECULE MAN/OWEN RE,HUMAN TORCH/JOHNNY S,30
MOLECULE MAN/OWEN RE,THOR/DR. DONALD BLAK,68
MOLECULE MAN/OWEN RE,JARVIS-EDWIN ,6
MOLECULE MAN/OWEN RE,IRON MAN/TONY STARK ,90
IRON MAN/TONY STARK ,THING/BENJAMIN J. GR,48
IRON MAN/TONY STARK ,CAPTAIN AMERICA,16
IRON MAN/TONY STARK ,INVISIBLE WOMAN/SUE ,76
IRON MAN/TONY STARK ,HUMAN TORCH/JOHNNY S,2
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK,66
IRON MAN/TONY STARK ,JARVIS-EDWIN ,2
JARVIS-EDWIN ,THING/BENJAMIN J. GR,56
JARVIS-EDWIN ,CAPTAIN AMERICA,51
JARVIS-EDWIN ,INVISIBLE WOMAN/SUE ,99
JARVIS-EDWIN ,HUMAN TORCH/JOHNNY S,5
JARVIS-EDWIN ,THOR/DR. DONALD BLAK,82
THOR/DR. DONALD BLAK,THING/BENJAMIN J. GR,100
THOR/DR. DONALD BLAK,CAPTAIN AMERICA,67
THOR/DR. DONALD BLAK,INVISIBLE WOMAN/SUE ,69
THOR/DR. DONALD BLAK,HUMAN TORCH/JOHNNY S,19
HUMAN TORCH/JOHNNY S,THING/BENJAMIN J. GR,43
HUMAN TORCH/JOHNNY S,CAPTAIN AMERICA,53
HUMAN TORCH/JOHNNY S,INVISIBLE WOMAN/SUE ,31
INVISIBLE WOMAN/SUE ,THING/BENJAMIN J. GR,85
INVISIBLE WOMAN/SUE ,CAPTAIN AMERICA,69
CAPTAIN AMERICA,THING/BENJAMIN J. GR,41
ICEMAN/ROBERT BOBBY ,HERCULES [GREEK GOD],69
ICEMAN/ROBERT BOBBY ,JARVIS-EDWIN ,17
ICEMAN/ROBERT BOBBY ,VISION ,40
ICEMAN/ROBERT BOBBY ,BLACK PANTHER/T'CHAL,26
ICEMAN/ROBERT BOBBY ,IRON MAN/TONY STARK ,39
ICEMAN/ROBERT BOBBY ,BLACK WIDOW/NATASHA ,66
ICEMAN/ROBERT BOBBY ,ANT-MAN/DR. HENRY J.,33
ICEMAN/ROBERT BOBBY ,MOON KNIGHT/MARC SPE,78
ICEMAN/ROBERT BOBBY ,CAPTAIN AMERICA,96
ICEMAN/ROBERT BOBBY ,ANGEL/WARREN KENNETH,5
ICEMAN/ROBERT BOBBY ,THOR/DR. DONALD BLAK,16
ICEMAN/ROBERT BOBBY ,TIGRA/GREER NELSON,81
ICEMAN/ROBERT BOBBY ,JOCASTA,96
ICEMAN/ROBERT BOBBY ,MOONDRAGON/HEATHER D,59
ICEMAN/ROBERT BOBBY ,DAZZLER II/ALLISON B,69
ICEMAN/ROBERT BOBBY ,WASP/JANET VAN DYNE ,2
ICEMAN/ROBERT BOBBY ,WONDER MAN/SIMON WIL,80
ICEMAN/ROBERT BOBBY ,SCARLET WITCH/WANDA ,20
ICEMAN/ROBERT BOBBY ,HAWK,44
ICEMAN/ROBERT BOBBY ,BEAST/HENRY &HANK& P,54
BEAST/HENRY &HANK& P,HERCULES [GREEK GOD],83
BEAST/HENRY &HANK& P,JARVIS-EDWIN ,97
BEAST/HENRY &HANK& P,VISION ,61
BEAST/HENRY &HANK& P,BLACK PANTHER/T'CHAL,78
BEAST/HENRY &HANK& P,IRON MAN/TONY STARK ,93
BEAST/HENRY &HANK& P,BLACK WIDOW/NATASHA ,58
BEAST/HENRY &HANK& P,ANT-MAN/DR. HENRY J.,85
BEAST/HENRY &HANK& P,MOON KNIGHT/MARC SPE,79
BEAST/HENRY &HANK& P,CAPTAIN AMERICA,54
BEAST/HENRY &HANK& P,ANGEL/WARREN KENNETH,70
BEAST/HENRY &HANK& P,THOR/DR. DONALD BLAK,48
BEAST/HENRY &HANK& P,TIGRA/GREER NELSON,33
BEAST/HENRY &HANK& P,JOCASTA,81
BEAST/HENRY &HANK& P,MOONDRAGON/HEATHER D,89
BEAST/HENRY &HANK& P,DAZZLER II/ALLISON B,51
BEAST/HENRY &HANK& P,WASP/JANET VAN DYNE ,55
BEAST/HENRY &HANK& P,WONDER MAN/SIMON WIL,41
BEAST/HENRY &HANK& P,SCARLET WITCH/WANDA ,66
BEAST/HENRY &HANK& P,HAWK,75
HAWK,HERCULES [GREEK GOD],75
HAWK,JARVIS-EDWIN ,25
HAWK,VISION ,66
HAWK,BLACK PANTHER/T'CHAL,44
HAWK,IRON MAN/TONY STARK ,67
HAWK,BLACK WIDOW/NATASHA ,29
HAWK,ANT-MAN/DR. HENRY J.,10
HAWK,MOON KNIGHT/MARC SPE,53
HAWK,CAPTAIN AMERICA,21
HAWK,ANGEL/WARREN KENNETH,59
HAWK,THOR/DR. DONALD BLAK,82
HAWK,TIGRA/GREER NELSON,4
HAWK,JOCASTA,76
HAWK,MOONDRAGON/HEATHER D,31
HAWK,DAZZLER II/ALLISON B,6
HAWK,WASP/JANET VAN DYNE ,85
HAWK,WONDER MAN/SIMON WIL,59
HAWK,SCARLET WITCH/WANDA ,97
SCARLET WITCH/WANDA ,HERCULES [GREEK GOD],64
SCARLET WITCH/WANDA ,JARVIS-EDWIN ,28
SCARLET WITCH/WANDA ,VISION ,28
SCARLET WITCH/WANDA ,BLACK PANTHER/T'CHAL,32
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK ,74
SCARLET WITCH/WANDA ,BLACK WIDOW/NATASHA ,21
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.,25
SCARLET WITCH/WANDA ,MOON KNIGHT/MARC SPE,37
SCARLET WITCH/WANDA ,CAPTAIN AMERICA,37
SCARLET WITCH/WANDA ,ANGEL/WARREN KENNETH,31
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK,57
SCARLET WITCH/WANDA ,TIGRA/GREER NELSON,82
SCARLET WITCH/WANDA ,JOCASTA,12
SCARLET WITCH/WANDA ,MOONDRAGON/HEATHER D,33
SCARLET WITCH/WANDA ,DAZZLER II/ALLISON B,56
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE ,52
SCARLET WITCH/WANDA ,WONDER MAN/SIMON WIL,75
WONDER MAN/SIMON WIL,HERCULES [GREEK GOD],65
WONDER MAN/SIMON WIL,JARVIS-EDWIN ,76
WONDER MAN/SIMON WIL,VISION ,59
WONDER MAN/SIMON WIL,BLACK PANTHER/T'CHAL,42
WONDER MAN/SIMON WIL,IRON MAN/TONY STARK ,30
WONDER MAN/SIMON WIL,BLACK WIDOW/NATASHA ,46
WONDER MAN/SIMON WIL,ANT-MAN/DR. HENRY J.,80
WONDER MAN/SIMON WIL,MOON KNIGHT/MARC SPE,25
WONDER MAN/SIMON WIL,CAPTAIN AMERICA,25
WONDER MAN/SIMON WIL,ANGEL/WARREN KENNETH,76
WONDER MAN/SIMON WIL,THOR/DR. DONALD BLAK,35
WONDER MAN/SIMON WIL,TIGRA/GREER NELSON,3
WONDER MAN/SIMON WIL,JOCASTA,72
WONDER MAN/SIMON WIL,MOONDRAGON/HEATHER D,28
WONDER MAN/SIMON WIL,DAZZLER II/ALLISON B,84
WONDER MAN/SIMON WIL,WASP/JANET VAN DYNE ,87
WASP/JANET VAN DYNE ,HERCULES [GREEK GOD],99
WASP/JANET VAN DYNE ,JARVIS-EDWIN ,86
WASP/JANET VAN DYNE ,VISION ,14
WASP/JANET VAN DYNE ,BLACK PANTHER/T'CHAL,18
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK ,22
WASP/JANET VAN DYNE ,BLACK WIDOW/NATASHA ,53
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.,34
WASP/JANET VAN DYNE ,MOON KNIGHT/MARC SPE,64
WASP/JANET VAN DYNE ,CAPTAIN AMERICA,36
WASP/JANET VAN DYNE ,ANGEL/WARREN KENNETH,62
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK,13
WASP/JANET VAN DYNE ,TIGRA/GREER NELSON,41
WASP/JANET VAN DYNE ,JOCASTA,63
WASP/JANET VAN DYNE ,MOONDRAGON/HEATHER D,42
WASP/JANET VAN DYNE ,DAZZLER II/ALLISON B,28
DAZZLER II/ALLISON B,HERCULES [GREEK GOD],24
DAZZLER II/ALLISON B,JARVIS-EDWIN ,53
DAZZLER II/ALLISON B,VISION ,5
DAZZLER II/ALLISON B,BLACK PANTHER/T'CHAL,29
DAZZLER II/ALLISON B,IRON MAN/TONY STARK ,55
DAZZLER II/ALLISON B,BLACK WIDOW/NATASHA ,76
DAZZLER II/ALLISON B,ANT-MAN/DR. HENRY J.,21
DAZZLER II/ALLISON B,MOON KNIGHT/MARC SPE,72
DAZZLER II/ALLISON B,CAPTAIN AMERICA,49
DAZZLER II/ALLISON B,ANGEL/WARREN KENNETH,3
DAZZLER II/ALLISON B,THOR/DR. DONALD BLAK,27
DAZZLER II/ALLISON B,TIGRA/GREER NELSON,93
DAZZLER II/ALLISON B,JOCASTA,87
DAZZLER II/ALLISON B,MOONDRAGON/HEATHER D,32
MOONDRAGON/HEATHER D,HERCULES [GREEK GOD],82
MOONDRAGON/HEATHER D,JARVIS-EDWIN ,67
MOONDRAGON/HEATHER D,VISION ,46
MOONDRAGON/HEATHER D,BLACK PANTHER/T'CHAL,59
MOONDRAGON/HEATHER D,IRON MAN/TONY STARK ,15
MOONDRAGON/HEATHER D,BLACK WIDOW/NATASHA ,10
MOONDRAGON/HEATHER D,ANT-MAN/DR. HENRY J.,49
MOONDRAGON/HEATHER D,MOON KNIGHT/MARC SPE,72
MOONDRAGON/HEATHER D,CAPTAIN AMERICA,20
MOONDRAGON/HEATHER D,ANGEL/WARREN KENNETH,82
MOONDRAGON/HEATHER D,THOR/DR. DONALD BLAK,49
MOONDRAGON/HEATHER D,TIGRA/GREER NELSON,4
MOONDRAGON/HEATHER D,JOCASTA,65
JOCASTA,HERCULES [GREEK GOD],41
JOCASTA,JARVIS-EDWIN ,33
JOCASTA,VISION ,51
JOCASTA,BLACK PANTHER/T'CHAL,34
JOCASTA,IRON MAN/TONY STARK ,15
JOCASTA,BLACK WIDOW/NATASHA ,45
JOCASTA,ANT-MAN/DR. HENRY J.,25
JOCASTA,MOON KNIGHT/MARC SPE,82
JOCASTA,CAPTAIN AMERICA,69
JOCASTA,ANGEL/WARREN KENNETH,17
JOCASTA,THOR/DR. DONALD BLAK,94
JOCASTA,TIGRA/GREER NELSON,10
TIGRA/GREER NELSON,HERCULES [GREEK GOD],57
TIGRA/GREER NELSON,JARVIS-EDWIN ,3
TIGRA/GREER NELSON,VISION ,49
TIGRA/GREER NELSON,BLACK PANTHER/T'CHAL,71
TIGRA/GREER NELSON,IRON MAN/TONY STARK ,59
TIGRA/GREER NELSON,BLACK WIDOW/NATASHA ,50
TIGRA/GREER NELSON,ANT-MAN/DR. HENRY J.,78
TIGRA/GREER NELSON,MOON KNIGHT/MARC SPE,5
TIGRA/GREER NELSON,CAPTAIN AMERICA,26
TIGRA/GREER NELSON,ANGEL/WARREN KENNETH,73
TIGRA/GREER NELSON,THOR/DR. DONALD BLAK,75
THOR/DR. DONALD BLAK,HERCULES [GREEK GOD],60
THOR/DR. DONALD BLAK,JARVIS-EDWIN ,96
THOR/DR. DONALD BLAK,VISION ,35
THOR/DR. DONALD BLAK,BLACK PANTHER/T'CHAL,28
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK ,2
THOR/DR. DONALD BLAK,BLACK WIDOW/NATASHA ,29
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.,99
THOR/DR. DONALD BLAK,MOON KNIGHT/MARC SPE,82
THOR/DR. DONALD BLAK,CAPTAIN AMERICA,34
THOR/DR. DONALD BLAK,ANGEL/WARREN KENNETH,84
ANGEL/WARREN KENNETH,HERCULES [GREEK GOD],20
ANGEL/WARREN KENNETH,JARVIS-EDWIN ,18
ANGEL/WARREN KENNETH,VISION ,27
ANGEL/WARREN KENNETH,BLACK PANTHER/T'CHAL,66
ANGEL/WARREN KENNETH,IRON MAN/TONY STARK ,63
ANGEL/WARREN KENNETH,BLACK WIDOW/NATASHA ,22
ANGEL/WARREN KENNETH,ANT-MAN/DR. HENRY J.,78
ANGEL/WARREN KENNETH,MOON KNIGHT/MARC SPE,7
ANGEL/WARREN KENNETH,CAPTAIN AMERICA,73
CAPTAIN AMERICA,HERCULES [GREEK GOD],90
CAPTAIN AMERICA,JARVIS-EDWIN ,15
CAPTAIN AMERICA,VISION ,97
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL,46
CAPTAIN AMERICA,IRON MAN/TONY STARK ,33
CAPTAIN AMERICA,BLACK WIDOW/NATASHA ,40
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.,9
CAPTAIN AMERICA,MOON KNIGHT/MARC SPE,92
MOON KNIGHT/MARC SPE,HERCULES [GREEK GOD],45
MOON KNIGHT/MARC SPE,JARVIS-EDWIN ,89
MOON KNIGHT/MARC SPE,VISION ,15
MOON KNIGHT/MARC SPE,BLACK PANTHER/T'CHAL,81
MOON KNIGHT/MARC SPE,IRON MAN/TONY STARK ,16
MOON KNIGHT/MARC SPE,BLACK WIDOW/NATASHA ,80
MOON KNIGHT/MARC SPE,ANT-MAN/DR. HENRY J.,36
ANT-MAN/DR. HENRY J.,HERCULES [GREEK GOD],82
ANT-MAN/DR. HENRY J.,JARVIS-EDWIN ,61
ANT-MAN/DR. HENRY J.,VISION ,91
ANT-MAN/DR. HENRY J.,BLACK PANTHER/T'CHAL,13
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK ,23
ANT-MAN/DR. HENRY J.,BLACK WIDOW/NATASHA ,78
BLACK WIDOW/NATASHA ,HERCULES [GREEK GOD],53
BLACK WIDOW/NATASHA ,JARVIS-EDWIN ,50
BLACK WIDOW/NATASHA ,VISION ,8
BLACK WIDOW/NATASHA ,BLACK PANTHER/T'CHAL,48
BLACK WIDOW/NATASHA ,IRON MAN/TONY STARK ,53
IRON MAN/TONY STARK ,HERCULES [GREEK GOD],37
IRON MAN/TONY STARK ,JARVIS-EDWIN ,76
IRON MAN/TONY STARK ,VISION ,22
IRON MAN/TONY STARK ,BLACK PANTHER/T'CHAL,54
BLACK PANTHER/T'CHAL,HERCULES [GREEK GOD],4
BLACK PANTHER/T'CHAL,JARVIS-EDWIN ,80
BLACK PANTHER/T'CHAL,VISION ,49
VISION ,HERCULES [GREEK GOD],26
VISION ,JARVIS-EDWIN ,52
JARVIS-EDWIN ,HERCULES [GREEK GOD],36
THOR/DR. DONALD BLAK,BEAST/HENRY &HANK& P,47
THOR/DR. DONALD BLAK,CAPTAIN AMERICA,10
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK ,36
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE ,61
THOR/DR. DONALD BLAK,VISION ,33
THOR/DR. DONALD BLAK,WONDER MAN/SIMON WIL,97
THOR/DR. DONALD BLAK,JOCASTA,75
THOR/DR. DONALD BLAK,SCARLET WITCH/WANDA ,56
SCARLET WITCH/WANDA ,BEAST/HENRY &HANK& P,77
SCARLET WITCH/WANDA ,CAPTAIN AMERICA,7
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK ,29
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE ,87
SCARLET WITCH/WANDA ,VISION ,52
SCARLET WITCH/WANDA ,WONDER MAN/SIMON WIL,46
SCARLET WITCH/WANDA ,JOCASTA,41
JOCASTA,BEAST/HENRY &HANK& P,33
JOCASTA,CAPTAIN AMERICA,41
JOCASTA,IRON MAN/TONY STARK ,85
JOCASTA,WASP/JANET VAN DYNE ,45
JOCASTA,VISION ,28
JOCASTA,WONDER MAN/SIMON WIL,50
WONDER MAN/SIMON WIL,BEAST/HENRY &HANK& P,47
WONDER MAN/SIMON WIL,CAPTAIN AMERICA,17
WONDER MAN/SIMON WIL,IRON MAN/TONY STARK ,64
WONDER MAN/SIMON WIL,WASP/JANET VAN DYNE ,73
WONDER MAN/SIMON WIL,VISION ,32
VISION ,BEAST/HENRY &HANK& P,16
VISION ,CAPTAIN AMERICA,64
VISION ,IRON MAN/TONY STARK ,55
VISION ,WASP/JANET VAN DYNE ,96
WASP/JANET VAN DYNE ,BEAST/HENRY &HANK& P,74
WASP/JANET VAN DYNE ,CAPTAIN AMERICA,42
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK ,97
IRON MAN/TONY STARK ,BEAST/HENRY &HANK& P,75
IRON MAN/TONY STARK ,CAPTAIN AMERICA,64
CAPTAIN AMERICA,BEAST/HENRY &HANK& P,21
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK,79
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.,34
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE ,82
IRON MAN/TONY STARK ,TIGRA/GREER NELSON,79
IRON MAN/TONY STARK ,CAPTAIN AMERICA,24
IRON MAN/TONY STARK ,JARVIS-EDWIN ,26
JARVIS-EDWIN ,THOR/DR. DONALD BLAK,84
JARVIS-EDWIN ,ANT-MAN/DR. HENRY J.,2
JARVIS-EDWIN ,WASP/JANET VAN DYNE ,20
JARVIS-EDWIN ,TIGRA/GREER NELSON,86
JARVIS-EDWIN ,CAPTAIN AMERICA,87
CAPTAIN AMERICA,THOR/DR. DONALD BLAK,64
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.,64
CAPTAIN AMERICA,WASP/JANET VAN DYNE ,56
CAPTAIN AMERICA,TIGRA/GREER NELSON,97
TIGRA/GREER NELSON,THOR/DR. DONALD BLAK,21
TIGRA/GREER NELSON,ANT-MAN/DR. HENRY J.,36
TIGRA/GREER NELSON,WASP/JANET VAN DYNE ,38
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK,86
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.,16
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,52
JARVIS-EDWIN ,CAPTAIN AMERICA,90
JARVIS-EDWIN ,WASP/JANET VAN DYNE ,78
JARVIS-EDWIN ,IRON MAN/TONY STARK ,5
JARVIS-EDWIN ,TIGRA/GREER NELSON,24
JARVIS-EDWIN ,ANT-MAN/DR. HENRY J.,37
JARVIS-EDWIN ,THOR/DR. DONALD BLAK,17
THOR/DR. DONALD BLAK,CAPTAIN AMERICA,80
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE ,20
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK ,50
THOR/DR. DONALD BLAK,TIGRA/GREER NELSON,92
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.,36
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA,46
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE ,57
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK ,18
ANT-MAN/DR. HENRY J.,TIGRA/GREER NELSON,61
TIGRA/GREER NELSON,CAPTAIN AMERICA,65
TIGRA/GREER NELSON,WASP/JANET VAN DYNE ,86
TIGRA/GREER NELSON,IRON MAN/TONY STARK ,15
IRON MAN/TONY STARK ,CAPTAIN AMERICA,36
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE ,72
WASP/JANET VAN DYNE ,CAPTAIN AMERICA,95
THOR/DR. DONALD BLAK,CAPTAIN AMERICA,21
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK ,26
THOR/DR. DONALD BLAK,JARVIS-EDWIN ,10
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE ,74
THOR/DR. DONALD BLAK,MOONDRAGON/HEATHER D,18
THOR/DR. DONALD BLAK,DRAX/ARTHUR DOUGLAS,32
DRAX/ARTHUR DOUGLAS,CAPTAIN AMERICA,27
DRAX/ARTHUR DOUGLAS,IRON MAN/TONY STARK ,67
DRAX/ARTHUR DOUGLAS,JARVIS-EDWIN ,100
DRAX/ARTHUR DOUGLAS,WASP/JANET VAN DYNE ,89
DRAX/ARTHUR DOUGLAS,MOONDRAGON/HEATHER D,50
MOONDRAGON/HEATHER D,CAPTAIN AMERICA,78
MOONDRAGON/HEATHER D,IRON MAN/TONY STARK ,17
MOONDRAGON/HEATHER D,JARVIS-EDWIN ,47
MOONDRAGON/HEATHER D,WASP/JANET VAN DYNE ,70
WASP/JANET VAN DYNE ,CAPTAIN AMERICA,40
